,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
85,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2018-0015500000,2018-08-21,CON INVESTIGACION PRELIMINAR,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (INCUMPLE RESOLUCIONES CONSENTIDAS O EJECUTORIADAS)
86,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014501-2018-0049580000,2018-08-21,EN CALIFICACION (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (RESISTENCIA O DESOBEDIENCIA A LA AUTORIDAD)
87,"CONTRERAS BAUTISTA, CINDY ARLETTE",NO AGRUPADO,LIMA,4 FISCALIA SUPERIOR PENAL DE AYACUCHO,01606014502-2016-0001240003,2018-08-21,CALIFICA APELACION,CONTRA LA FE PUBLICA (DOCUMENTO PUBLICO REGISTRO PUBLICO TITULO AUTENTICO O CUALQUIER OTRO TRANSMISIBLE POR E
88,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2018-0013570000,2018-08-20,CON INVESTIGACION PRELIMINAR,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (INCUMPLE RESOLUCIONES CONSENTIDAS O EJECUTORIADAS)
89,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2018-0052210000,2018-08-16,CON ARCHIVO (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (RESISTENCIA O DESOBEDIENCIA A LA AUTORIDAD)
90,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074503-2018-0047290000,2018-08-16,CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD
91,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014504-2018-0013540000,2018-08-16,EN CALIFICACION (CALIFICA),VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (INCUMPLE RESOLUCIONES CONSENTIDAS O EJECUTORIADAS)
92,"RODAS MALCA, TANIA ROSALIA",APP,LA LIBERTAD,3 FISCALIA SUPERIOR PENAL DE LA LIBERTAD,02306014502-2010-0037240005,2018-08-16,AUDIENCIA DE APELACION,LESIONES (CULPOSAS)
93,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0001820000,2018-08-15,CON INVESTIGACION PRELIMINAR,CORRUPCION DE FUNCIONARIOS (NEGOCIACION INCOMPATIBLE O APROVECHAMIENTO INDEBIDO DE CARGO)
94,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2018-0002420000,2018-08-14,DENUNCIA PENDIENTE,CONCUSION
95,"MERINO LOPEZ, OMAR",APP,APURÍMAC,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE ABANCAY,01406014502-2018-0016080000,2018-08-11,CON ARCHIVO (CALIFICA),LESIONES LEVES INC3ºC)ES MUJER
96,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2018-0013540000,2018-08-06,CON INVESTIGACION PRELIMINAR,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (INCUMPLE RESOLUCIONES CONSENTIDAS O EJECUTORIADAS)
97,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0001660000,2018-08-06,CON INVESTIGACION PRELIMINAR,CONCUSION (COLUSION CON DEFRAUDACION PATRIMONIAL AL ESTADO)
98,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,6 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014506-2018-0012960000,2018-08-06,DENUNCIA PENDIENTE,APROPIACION ILICITA COMUN
99,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2018-0013550000,2018-08-06,CON INVESTIGACION PRELIMINAR,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (INCUMPLE RESOLUCIONES CONSENTIDAS O EJECUTORIADAS)
100,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,6 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014506-2018-0012190000,2018-08-01,DENUNCIA PENDIENTE,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
101,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,6 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014506-2018-0012200000,2018-08-01,DENUNCIA PENDIENTE,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
102,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,6 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014506-2018-0012210000,2018-08-01,DENUNCIA PENDIENTE,VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
103,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",SOMOS PERÚ,LIMA,2 FISCALIA SUPERIOR PENAL DE ANCASH RES. 865-213,01305014505-2018-0000630000,2018-08-01,IMPUGNACION RESUELTA - FISCAL SUPERIOR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBEDIENCIA A ORDEN DE EXAMEN CORPORAL)
104,"COMBINA SALVATIERRA, CÉSAR AUGUSTO",APP,JUNÍN,2 FISCALIA SUPERIOR PENAL DE JUNIN,02206015600-2018-0000250002,2018-07-26,RECEPCION DE SOLICITUD DE CONSULTA,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
105,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2018-0012760000,2018-07-22,EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD (ACEPTAR NOMBRAMIENTO ILEGAL)
106,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2018-0013560000,2018-07-22,EN CALIFICACION (CALIFICA),VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (INCUMPLE RESOLUCIONES CONSENTIDAS O EJECUTORIADAS)
107,"CHAIÑA CONTRERAS, HIPÓLITO",UPP,AREQUIPA,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE AREQUIPA,01506014501-2018-0065730000,2018-07-17,DENUNCIA PENDIENTE,USURPACION
108,"RODAS MALCA, TANIA ROSALIA",APP,LA LIBERTAD,3 FISCALIA SUPERIOR PENAL DE LA LIBERTAD,02306014502-2010-0037240004,2018-07-16,AUDIENCIA DE APELACION,LESIONES (CULPOSAS)
109,"COMBINA SALVATIERRA, CÉSAR AUGUSTO",APP,JUNÍN,3 FISCALIA SUPERIOR PENAL DE JUNIN,02206015600-2018-0000250001,2018-07-12,CONSULTA RESUELTA,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
110,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE PIURA,02606065500-2018-0001390000,2018-07-02,CON INVESTIGACION PRELIMINAR,PECULADO - MALVERSACION (SI EL DINERO O BIENES CORRESPONDEN A PROGRAMAS DE APOYO SOCIAL)
111,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0001460000,2018-07-02,CON INVESTIGACION PRELIMINAR,CORRUPCION DE FUNCIONARIOS (NEGOCIACION INCOMPATIBLE O APROVECHAMIENTO INDEBIDO DE CARGO)
112,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0001500000,2018-06-28,DENUNCIA PENDIENTE,ABUSO DE AUTORIDAD (ACEPTAR NOMBRAMIENTO ILEGAL)
113,"BENAVIDES GAVIDIA, WALTER",APP,CAJAMARCA,2 FISCALIA SUPERIOR NACIONAL ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015504-2015-0000040013,2018-06-28,TRASLADO DE RECURSO DE APELACION,CONCUSION (COLUSION ILEGAL)
114,"GONZALES TUANAMA, CÉSAR",SOMOS PERÚ,UCAYALI,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CORONEL PORTILLO,03006014504-2018-0011430000,2018-06-20,DENUNCIA PENDIENTE,OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
115,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010011,2018-06-20,TRASLADO DE RECURSO DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
116,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010012,2018-06-20,TRASLADO DE RECURSO DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
117,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010015,2018-06-20,TRASLADO DE RECURSO DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
118,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010014,2018-06-20,TRASLADO DE RECURSO DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
119,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010013,2018-06-20,TRASLADO DE RECURSO DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
120,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA SUPERIOR PENAL DE APELACIONES DE LAMBAYEQUE,02406074503-2014-0009630002,2018-06-12,AUDIENCIA DE APELACION,CONTRA LA FE PUBLICA (FALSEDAD IDEOLOGICA)
121,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA SUPERIOR PENAL DE LIQUIDACION DE LAMBAYEQUE,02406094500-2014-0037110001,2018-06-08,AUDIENCIA DE APELACION,CORRUPCION DE FUNCIONARIOS (CORRUPCION)
122,"NÚÑEZ SALAS, JOSÉ ANTONIO",MORADO,AREQUIPA,FISCALIA PROVINCIAL PENAL CORPORATIVA DE TACNA,02906014500-2018-0015240000,2018-05-16,CON INVESTIGACION PRELIMINAR,CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA HACE EN TODO O PARTE UN DOCUMENTO FALSO O ADULTERA UNO VERDAD
123,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010003,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
124,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010004,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
125,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010010,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
126,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010009,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
127,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010005,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
128,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010006,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
129,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010007,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
130,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010008,2018-05-10,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
131,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CASMA ,03106024501-2018-0003350000,2018-05-04,EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD
132,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0003050000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
133,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0003040000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
134,"HIDALGO ZAMALLOA, ALEXANDER",APP,CUSCO,3 FISCALIA SUPERIOR PENAL DEL CUSCO,01806105500-2017-0001040005,2018-05-02,APELACION RESUELTA (EXPEDIENTE),PECULADO (APROPIACION O UTILIZACION CULPOSA DE CAUDALES DESTINADOS A ASISTENCIA SOCIAL)
135,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0003020000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
136,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0003000000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
137,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0002960000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
138,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0002950000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
139,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0002940000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
140,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0002930000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
141,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0002920000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
142,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0003030000,2018-05-02,NO HA LUGAR,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
143,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CASMA ,03106024502-2018-0003170000,2018-04-30,DENUNCIA PENDIENTE,ABUSO DE AUTORIDAD
144,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074503-2018-0020310000,2018-04-23,CON INVESTIGACION PRELIMINAR,ABUSO DE AUTORIDAD
145,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0000830000,2018-04-19,DENUNCIA PENDIENTE,CORRUPCION DE FUNCIONARIOS (NEGOCIACION INCOMPATIBLE O APROVECHAMIENTO INDEBIDO DE CARGO)
146,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0000780000,2018-04-16,CON INVESTIGACION PRELIMINAR,CONCUSION (COLUSION CON DEFRAUDACION PATRIMONIAL AL ESTADO)
147,"CHAIÑA CONTRERAS, HIPÓLITO",UPP,AREQUIPA,2 FISCALIA SUPERIOR CIVIL DE AREQUIPA,01505010202-2018-0004850000,2018-04-12,PENDIENTE,CONTENCIOSO ADMINISTRATIVO
148,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA ,03106014902-2018-0003010000,2018-04-11,EN INVESTIGACION PREVENTIVA,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
149,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2011-0000980004,2018-04-11,CON ACUSACION,CONCUSION (COLUSION ILEGAL)
150,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,8 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014508-2018-0003060000,2018-04-11,CON INVESTIGACION PRELIMINAR,ABUSO DE AUTORIDAD
151,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2018-0000890000,2018-04-06,CON INVESTIGACION PRELIMINAR,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
152,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0000720000,2018-04-03,EN CALIFICACION (CALIFICA),CORRUPCION DE FUNCIONARIOS (NEGOCIACION INCOMPATIBLE O APROVECHAMIENTO INDEBIDO DE CARGO)
153,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,10 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010110-2018-0000210000,2018-04-02,AMPLIA INVESTIGACION POLICIAL,DLEG Nº 1106 LAVADO DE ACTIVOS
154,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2018-0000660000,2018-03-16,DENUNCIA PENDIENTE,CORRUPCION DE FUNCIONARIOS (NEGOCIACION INCOMPATIBLE O APROVECHAMIENTO INDEBIDO DE CARGO)
155,"BARRIONUEVO ROMERO, BETTO",SOMOS PERÚ,ANCASH,3 FISCALIA SUPERIOR PENAL DE ANCASH  RES. 865- 213,01305014506-2018-0000200000,2018-03-14,IMPUGNACION RESUELTA - FISCAL SUPERIOR,USURPACION (AGENTE CON VIOLENCIA O AMENAZA TURBA POSESION DE INMUEBLE)
156,"ALMERI VERAMENDI, CARLOS ALBERTO",PODEMOS,LIMA PROVINCIAS,1 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO LIMA-NORTE,00606020606-2018-0001110000,2018-03-01,INVESTIGACION,LESIONES LEVES INC4ºVICTIMA MUERE COMO CONSECUENCIA DE LA LESION A QUE SE REFIERE EL 
157,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,21 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010121-2018-0001300000,2018-02-26,DENUNCIA PENDIENTE,ESTAFA
158,"ALMERI VERAMENDI, CARLOS ALBERTO",PODEMOS,LIMA PROVINCIAS,2 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO LIMA-NORTE,00606020607-2018-0001290000,2018-02-23,INVESTIGACION,LESIONES LEVES (SEGUIDAS DE MUERTE Y AGENTE PUDO PREVER RESULTADO)
159,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014502-2017-0070450000,2017-12-19,CON INVESTIGACION PRELIMINAR,ABUSO DE AUTORIDAD
160,"GUPIOC RIOS, ROBINSON DOCITEO",PODEMOS,LIMA,8 FISCALIA PROVINCIAL EN LO PENAL DE LIMA-NORTE,00606010108-2017-0013490000,2017-12-19,DENUNCIA PENDIENTE,CONTRA LA VIDA/EL CUERPO Y LA SALUD
161,"HIDALGO ZAMALLOA, ALEXANDER",APP,CUSCO,3 FISCALIA SUPERIOR PENAL DEL CUSCO,01806105500-2017-0001040004,2017-12-04,APELACION RESUELTA (EXPEDIENTE),PECULADO (APROPIACION O UTILIZACION CULPOSA DE CAUDALES DESTINADOS A ASISTENCIA SOCIAL)
162,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR NACIONAL ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,00505015701-2017-0000600000,2017-12-01,CALIFICACION DE IMPUGNACION,LAVADO DE ACTIVOS
163,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA,00506015505-2017-0002010001,2017-11-29,AUDIENCIA DE APELACION,PECULADO (PECULADO DOLOSO SIMPLE)
164,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,2 FISCALIA SUPERIOR NACIONAL ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO,00506015703-2017-0000550002,2017-11-29,RECEPCION DE SOLICITUD DE CONSULTA,LAVADO DE ACTIVOS
165,"BARRIONUEVO ROMERO, BETTO",SOMOS PERÚ,ANCASH,3 FISCALIA SUPERIOR PENAL DE ANCASH  RES. 865- 213,01305014506-2017-0001270000,2017-11-29,IMPUGNACION RESUELTA - FISCAL SUPERIOR,USURPACION (AGENTE CON VIOLENCIA O AMENAZA TURBA POSESION DE INMUEBLE)
166,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",SOMOS PERÚ,LIMA,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,01306014505-2017-0013270000,2017-11-28,CON INVESTIGACION PRELIMINAR,FALSIFICACION DE DOCUMENTOS EN GENERAL
167,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2017-0003740000,2017-11-22,DERIVADO (CALIFICA),DELITO CONTRA LA ADMINISTRACION DE JUSTICIA
168,"TITO ORTEGA, ERWIN",FUERZA POPULAR,JUNÍN,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHANCHAMAYO,02206034502-2017-0017410000,2017-11-20,DENUNCIA PENDIENTE,DAÑOS
169,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",SOMOS PERÚ,LIMA,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUARAZ,01306014505-2017-0012820000,2017-11-15,DERIVADO (CALIFICA),FALSIFICACION DE DOCUMENTOS EN GENERAL
